run,collective,nodes,mode,rep,transport,size,time_us,algbw,busbw
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,2097152,220.51,9.51,9.51
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,4194304,397.17,10.56,10.56
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,8388608,749.24,11.2,11.2
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,16777216,1439.77,11.65,11.65
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,33554432,2838.36,11.82,11.82
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,67108864,5542.5,12.11,12.11
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,134217728,11030.7,12.17,12.17
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,268435456,22161.4,12.11,12.11
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,536870912,44128.7,12.17,12.17
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,1073741824,88285.6,12.16,12.16
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,1024,23.52,0.04,0.04
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,2048,30.48,0.07,0.07
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,4096,22.37,0.18,0.18
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,8192,23.15,0.35,0.35
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,16384,21.62,0.76,0.76
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,32768,26.33,1.24,1.24
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,65536,40.27,1.63,1.63
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,131072,54.97,2.38,2.38
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,262144,64.8,4.05,4.05
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,524288,94.61,5.54,5.54
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,1048576,133.42,7.86,7.86
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,2097152,222.64,9.42,9.42
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,4194304,397.85,10.54,10.54
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,8388608,746.79,11.23,11.23
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,16777216,1427.14,11.76,11.76
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,33554432,2791.03,12.02,12.02
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,67108864,5549.66,12.09,12.09
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,134217728,11149.2,12.04,12.04
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,268435456,22128.3,12.13,12.13
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,536870912,44034.8,12.19,12.19
nccl_sendrecv_perf_np4_single_rep2,sendrecv,4,single,2,IB,1073741824,88400.8,12.15,12.15
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,1024,20.64,0.05,0.05
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,2048,31.17,0.07,0.07
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,4096,21.8,0.19,0.19
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,8192,20.95,0.39,0.39
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,16384,23.84,0.69,0.69
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,32768,37.34,0.88,0.88
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,65536,28.02,2.34,2.34
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,131072,44.63,2.94,2.94
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,262144,53.73,4.88,4.88
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,524288,82.41,6.36,6.36
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,1048576,137.35,7.63,7.63
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,2097152,218.43,9.6,9.6
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,4194304,402.02,10.43,10.43
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,8388608,740.02,11.34,11.34
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,16777216,1445.55,11.61,11.61
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,33554432,2825.28,11.88,11.88
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,67108864,5577.52,12.03,12.03
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,134217728,11148.0,12.04,12.04
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,268435456,21998.7,12.2,12.2
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,536870912,44345.1,12.11,12.11
nccl_sendrecv_perf_np4_single_rep3,sendrecv,4,single,3,IB,1073741824,88463.7,12.14,12.14
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,1024,207.81,0.0,0.0
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,2048,256.25,0.01,0.01
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,4096,244.46,0.02,0.02
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,8192,249.25,0.03,0.03
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,16384,246.12,0.07,0.07
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,32768,270.76,0.12,0.12
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,65536,284.98,0.23,0.23
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,131072,295.75,0.44,0.44
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,262144,356.07,0.74,0.74
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,524288,472.14,1.11,1.11
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,1048576,658.79,1.59,1.59
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,2097152,1132.74,1.85,1.85
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,4194304,2049.63,2.05,2.05
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,8388608,3954.99,2.12,2.12
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,16777216,7824.76,2.14,2.14
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,33554432,15603.2,2.15,2.15
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,67108864,30866.7,2.17,2.17
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,134217728,62761.7,2.14,2.14
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,268435456,125936.0,2.13,2.13
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,536870912,250969.0,2.14,2.14
nccl_sendrecv_perf_np4_tcp_rep1,sendrecv,4,tcp,1,Socket,1073741824,502568.0,2.14,2.14
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,1024,221.42,0.0,0.0
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,2048,213.56,0.01,0.01
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,4096,236.76,0.02,0.02
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,8192,245.95,0.03,0.03
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,16384,244.77,0.07,0.07
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,32768,252.98,0.13,0.13
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,65536,267.9,0.24,0.24
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,131072,304.48,0.43,0.43
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,262144,359.46,0.73,0.73
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,524288,457.86,1.15,1.15
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,1048576,664.77,1.58,1.58
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,2097152,1101.54,1.9,1.9
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,4194304,2049.57,2.05,2.05
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,8388608,3885.76,2.16,2.16
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,16777216,7617.93,2.2,2.2
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,33554432,15089.4,2.22,2.22
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,67108864,31021.6,2.16,2.16
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,134217728,61708.1,2.18,2.18
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,268435456,124125.0,2.16,2.16
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,536870912,248276.0,2.16,2.16
nccl_sendrecv_perf_np4_tcp_rep2,sendrecv,4,tcp,2,Socket,1073741824,495535.0,2.17,2.17
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,1024,229.9,0.0,0.0
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,2048,236.71,0.01,0.01
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,4096,211.73,0.02,0.02
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,8192,183.03,0.04,0.04
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,16384,244.33,0.07,0.07
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,32768,211.26,0.16,0.16
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,65536,254.22,0.26,0.26
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,131072,236.79,0.55,0.55
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,262144,319.88,0.82,0.82
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,524288,447.06,1.17,1.17
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,1048576,663.14,1.58,1.58
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,2097152,1082.08,1.94,1.94
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,4194304,1988.91,2.11,2.11
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,8388608,3796.39,2.21,2.21
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,16777216,7480.5,2.24,2.24
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,33554432,14951.5,2.24,2.24
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,67108864,29804.4,2.25,2.25
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,134217728,60042.9,2.24,2.24
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,268435456,120367.0,2.23,2.23
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,536870912,240764.0,2.23,2.23
nccl_sendrecv_perf_np4_tcp_rep3,sendrecv,4,tcp,3,Socket,1073741824,481099.0,2.23,2.23
